FIPS,Chlamydia Rate per 100000
48279,457.9
50015,276.7
38045,269.9
48281,307.6
31109,541.2
42071,288.6
45057,356.7
51103,607.7
32015,270.4
20101,129.4
41039,487.9
55067,275.5
13173,434.6
26087,211.6
18091,379.2
56021,394.5
72081,53.1
08069,428.3
21123,209.8
08071,372.2
72083,150.5
72085,194.4
17099,315.1
22059,409.4
06035,372.3
16057,434.4
40077,196.6
01077,443.8
28075,836
47097,896.3
21125,258.8
13175,665.5
45059,602.5
48285,218.8
01079,264.1
05075,486.9
17101,189.7
18093,317.8
21127,147.6
29109,339.7
28077,723
39087,287.8
42073,359.9
46081,365.4
47099,386.1
40079,537
27079,255.4
35025,490.3
28079,807.3
20103,497
42075,320.5
01081,493.7
05077,757.6
12071,418.2
13177,326
19111,297.9
17103,300.3
21129,99.3
28081,675.5
37105,467.3
45061,1156.5
48287,134.5
51105,143.7
26089,184.2
28083,1537.6
42077,509.3
16059,201.7
26091,288.4
37107,959.1
12073,1149.3
48289,278.1
21131,78.8
21133,114.6
12075,468.2
30049,352.7
16061,339.2
21135,218.6
29111,254.1
36049,230.3
47101,298.2
53041,351.9
54041,174.8
51678,178.2
45063,629.5
12077,510.3
13179,1742.4
30051,41.4
48291,456.9
39089,351.2
01083,416.9
48293,269.9
05079,303.4
08073,285.4
13181,328.1
16063,370.5
20105,33.4
21137,296.6
23015,267.4
27081,194.1
29113,343.7
28085,587.5
30053,232.4
37109,384.1
31111,307.3
35027,245.9
32017,152.8
40081,427.7
41041,264.1
46083,234.7
47103,465.1
53043,130.5
55069,238.5
54043,116.6
56023,144
22061,1320.3
19113,575.4
20107,286.6
29115,232.6
41043,371.1
48295,119.7
09005,217
05081,553
48297,650.3
17105,322
21139,227.2
26093,195.6
29117,382.1
36051,268.9
22063,444.1
48299,78.7
05083,369.1
08075,265
17107,463.5
20109,142.2
21141,326.1
38047,212
31113,264.9
39091,322.1
40083,626.5
54045,61.3
13183,335.2
05085,431.9
39093,477.3
35028,121.1
06037,673.8
47105,286.3
51107,223.2
19115,412.4
51109,261
31115,0
40085,324.9
48301,0
01085,992.6
13185,931.1
28087,898.6
72087,360.7
48303,824.7
19117,232.1
39095,788.2
26095,300.3
13187,237.1
35029,590.5
51111,368.4
72089,250.1
42079,390.7
42081,408.4
46085,972.7
51680,709.6
48305,188.1
19119,169.3
20111,525.5
21143,146.9
27083,355.7
32019,351.2
26097,241.2
26099,405.6
01087,1233.6
13193,569.9
17115,777
29121,309.9
37113,286.3
47111,341.7
17117,209.6
06039,584.5
01089,647.9
05087,189.5
12079,496.2
13195,404.8
19121,228.3
16065,50.9
17119,505.6
18095,591.2
21151,576.5
29123,254.3
28089,532.9
30057,152.4
37115,327.7
31119,341
36053,282.6
39097,211.8
47113,958
48313,271.5
51113,218.9
22065,1393.4
21153,308.4
19123,395.1
27087,764.1
39099,483.8
40093,354
41045,608.8
51683,575
51685,474.1
12081,403.2
72091,187.4
26101,114.5
55071,284.8
55073,245.2
01091,493.3
72093,147.5
04013,601.1
29125,159.6
06041,311.6
55075,306.9
01093,208.4
05089,210
12083,433.9
13197,501.6
19125,261.6
17121,679.5
18097,1085.6
20115,209.7
21155,388.1
29127,539.6
28091,533.3
39101,478.4
41047,548.3
45067,1027.2
47115,447.6
48315,373.2
54049,240.7
06043,183.9
45069,985.1
26103,465.5
55077,194.6
01095,229.8
19127,403.6
17123,148
18099,276.5
20117,185.3
21157,185.9
27089,159.9
28093,784.5
40095,340.8
46091,81.3
47117,411.2
54051,191.4
12085,222.1
18101,185.9
21159,114.8
27091,268.1
37117,750.2
48317,228.8
51690,989.9
17125,295.6
21161,363
26105,189.1
48319,140.9
53045,371.7
54053,164.5
17127,399.3
48321,309
02170,362.2
51115,295.7
15009,341.4
72095,231.6
47119,548.4
48323,420.4
72097,205.7
40097,393.1
40087,328.4
30055,0
46087,107.1
45065,403.9
21145,490
21147,277.6
48307,325.7
40089,643.1
29119,352.7
17109,950.5
37111,318.9
54047,65.9
13189,631.6
17111,230
38049,155
13191,600.5
38051,0
40091,400.1
42083,227.1
38053,316.3
35031,979
17113,554.5
21149,259.2
38055,188.9
48309,745.5
27085,231.7
47107,367.5
48311,136.8
47109,425.9
20113,287.4
31117,0
46089,0
20119,122
21163,178.2
46093,287.2
30059,215.4
37119,839.5
51117,486.5
26107,336.4
39103,196.7
48325,202.5
27093,194.4
39105,173.4
47121,365.9
46095,835.8
17129,227.8
48327,518.9
06045,497.7
21165,435
26109,226.8
55078,870.5
06047,598.6
17131,218.6
21167,414.7
29129,82.7
38057,133.1
34021,533.7
39107,173.4
42085,321.4
54055,109.8
13199,597.3
31121,90.5
33013,229.7
08077,418.4
21169,178.7
18103,280.5
20121,299.4
39109,238.6
12086,493.4
09007,265.2
25017,336.4
34023,315.4
51119,307.5
26111,234.3
48329,480.6
42087,365.7
48331,511.1
49027,146.3
27095,287.4
05091,998.6
13201,545.4
29131,177.8
19129,225.6
48333,122.9
55079,1182.2
46097,136.1
08079,129.5
30061,394.7
32021,330.1
54057,144.7
54059,62.9
16067,284.8
46099,578.6
26113,337.7
05093,1273.2
29133,731.7
30063,524.3
13205,709.3
19131,141.9
20123,163.7
37121,240.1
48335,293.3
01097,723.1
72099,71.7
06049,215.9
08081,227.6
04015,256.1
29135,290.4
34025,286.7
06051,152.7
19133,254.1
54061,379.6
01099,574.5
05095,930.2
12087,275.6
13207,312.7
19135,244.6
17133,180.4
18105,645.9
21171,214.3
26115,252.4
29137,185.3
28095,832.8
36055,719.8
39111,116.1
42089,365
47123,317.7
55081,314.3
54063,37.6
48337,143
26117,303.4
06053,515
08083,340.3
01101,1169.5
05097,303
13209,610.8
19137,281.1
17135,285.8
18107,350.1
20125,420.7
21173,288.2
24031,420.6
29139,200.2
28097,730.4
37123,517
36057,309.8
39113,630.9
42091,294.8
47125,1038.4
48339,270.4
51121,370.4
26119,64.7
42093,526.3
08085,208.5
46101,230.7
37125,391.7
47127,201.3
48341,517
35033,512.6
22067,1180.7
01103,354
08087,455.4
13211,419.5
17137,531.9
18109,296.6
21175,97.2
29141,122.5
39115,377.2
47129,246.1
49029,184
54065,145.8
72101,116.5
31123,235.3
20127,180
34027,193.5
48343,333.3
27097,123.7
39117,236.4
41049,475.4
20129,334.2
38059,466.9
48345,162.3
17139,266.2
38061,752
27099,443.4
21177,383
41051,679.9
13213,378
27101,157.5
40099,451
19139,429.2
13215,886.9
26121,744.2
39119,457.4
40101,623.5
30065,151.1
48347,784.2
72103,133.9
31125,114.1
25019,401.9
06055,419.3
72105,150.8
37127,721.6
12089,314.2
36059,352.4
22069,890.8
56025,506.5
04017,694.8
48349,393.7
21179,443.1
38063,138.6
51125,275.9
20131,187.7
31127,201.2
20133,343.2
28099,843.9
20135,107.3
05099,842.6
06057,216.1
10003,645.7
37129,521.4
09009,556.4
51127,268.9
09011,392.1
29143,550
36061,1056.9
26123,282.6
45071,926
44005,382.8
51700,1130.9
05101,243.6
13217,762.2
18111,164.5
29145,400.6
28101,669.6
48351,210.9
16069,395
36063,473.2
21181,194.6
54067,60.4
27103,292.4
56027,0
18113,292.4
39121,250.9
40103,274.8
27105,436.9
29147,418.5
48353,878.4
02180,2964.3
51710,1309.6
25021,306.7
27107,61.7
02185,954.3
37131,893.5
42095,409.4
51131,782.2
42097,249.2
51133,443.8
02188,3041.3
51720,327.3
20137,184.5
51135,1305.2
40105,330.8
28103,1308.1
31129,166.4
48355,755.2
32023,214.7
19141,275.4
26125,349.7
47131,713.5
34029,193.5
26127,327.6
48357,212.9
13219,154.5
45073,383.1
55083,224.7
26129,177.2
46102,851.3
17141,279.6
13221,232.1
18115,153.1
21183,157.9
54069,273.3
12091,532.1
53047,294.4
12093,369.7
40107,314.5
40109,736.2
40111,615.9
28105,932
21185,177.4
48359,47.2
38065,0
27109,458.6
16071,89.6
36065,399.6
55085,194.7
36067,695.6
37133,1061.9
36069,300.7
26131,69
06059,449.2
12095,715.5
18117,306.9
37135,465.6
36071,409.3
48361,287.5
51137,245.9
50017,207.7
45075,1153.9
29149,236.8
36073,403.4
50019,286.7
22071,1272.1
72107,103.9
20139,320
29151,168.5
40113,358.7
20141,173.5
12097,459.2
19143,165.9
26133,273.8
26135,133.8
36075,279.1
08089,441.7
35035,553.6
31131,137.6
26137,182.6
36077,367.8
20143,139.1
26139,315.7
39123,201.1
40115,558.8
27111,182.4
05103,842.5
22073,1009.2
08091,103.7
55087,322.1
47133,253.8
18119,258.8
21187,441.1
21189,22.4
16073,497
23017,287.4
29153,132.3
55089,130.3
53049,167.6
19145,256.1
51139,212.7
12099,406.3
19147,280.8
48363,398.3
37137,261.2
28107,1220.9
48365,350
08093,140.4
30067,168.2
56029,308.1
18121,571.3
48367,213.7
48369,329.3
12101,302.2
37139,811
34031,574.9
72109,190.5
51141,118.9
13223,349.9
39125,298.8
20145,182.6
31133,152.5
40117,373
16075,391.4
40119,526.9
13225,1001.4
28109,491.7
48371,362.8
38067,29
29155,750.5
53051,235.5
37141,328.9
21191,226.2
54071,85.9
27113,324.6
46103,679.8
23019,367.5
17143,961.7
55091,232.7
31135,34.5
46105,103.2
37143,455.9
01105,705.6
05105,260.1
17145,312.1
18123,162.5
21193,145
29157,223.1
28111,671.3
39127,285.8
42099,227.5
47135,211.2
32027,194.5
37145,443.8
02195,Data not available
51730,1767.8
30069,0
29159,402.9
72111,262.9
29161,392.8
31137,144.3
42101,1276
05107,1368.1
08095,210
20147,113.7
30071,98.5
17147,287.2
39129,387.4
01107,600.6
13227,203
45077,491.1
47137,158.3
13229,464.2
38069,147.4
31139,167.9
53053,654.3
55093,300.5
01109,827.3
05109,178.1
13231,230.6
17149,237.3
18125,129.2
21195,145.3
29163,216.2
28113,744
39131,243.4
42103,168.5
04019,645.2
04021,400.2
27115,213.8
12103,453.4
27117,98.6
23021,256.8
08097,339.3
37147,1139.4
40121,517.4
51143,272.6
49031,0
06061,286.7
22075,466.1
29165,395.1
31141,252.4
56031,152.7
54073,159.9
06063,320.2
19149,239.8
25023,390.8
19151,223.4
54075,95.1
05111,564.8
22077,594.2
05113,239.8
12105,503.3
13233,451
19153,645.1
27119,222.9
29167,384.9
37149,179
31143,76.3
41053,424.7
47139,277.8
48373,292.3
55095,224.9
72113,205.9
30073,167.8
28115,388.9
40123,572.2
05115,375.8
17151,95.6
27121,126.2
51735,197.2
39133,408.6
55097,337.3
18127,286.7
51740,1328.8
18129,195.7
20149,165.2
40125,537.8
19155,545.8
42105,162.4
46107,272
48375,994.9
30075,0
21197,274.8
30077,762.3
16077,311.7
19157,216.6
51145,256.8
05117,383.6
30079,93.5
20151,214.1
39135,202.4
28117,394.6
48377,306.3
26141,204.8
54077,98.4
55099,194.7
51147,694.1
51149,792.3
24033,880.9
51153,482.6
02201,Data not available
02198,173
44007,647
08099,430.5
08101,570.4
05119,906.6
13235,685.9
17153,496.9
18131,352.2
21199,289.5
29169,715.4
51155,346.4
40127,357.4
12107,518.6
13237,540.8
17155,226.6
18133,237.4
29171,126.4
36079,189.2
39137,260.3
47141,387.9
54079,114.8
35037,473.2
72115,109.5
24035,247.3
36081,618.1
13239,531
28119,1020.6
13241,320.3
55101,610.6
51750,1243
48379,189.3
54081,215.7
29173,244.3
27123,618.7
38071,388.6
48381,210.8
01111,576.4
05121,411.8
13243,513.8
17157,261.1
18135,241.9
29175,465
37151,353.9
54083,163.1
28121,362.4
38073,268
22079,814.1
51157,190.6
30081,257.1
20153,119.9
29177,326.9
48383,294.4
48385,57.5
27125,225.5
48387,329.4
22081,926.6
31145,140.1
27127,144.2
48389,509.3
48391,342.9
20155,476.5
36083,504.8
27129,260.1
38075,127.2
20157,21.5
29179,127.3
47143,352.5
20159,189.8
27131,289.9
49033,285
31147,239.4
17159,274
30083,248.7
38077,382
39139,543
45079,1052.1
55103,310.4
22083,845.6
51760,1295.3
13245,1279.3
37153,904.5
36085,359.7
51159,568.6
20161,779
72117,117.5
19159,202.4
35039,686.8
08103,252.8
08105,594.4
18137,207.4
29181,156.5
54085,92.3
06065,468.3
47145,272.3
54087,64.7
51770,876.7
51161,213.6
46109,819.2
48393,0
21201,93.9
47147,325.9
48395,702.7
37155,872
27133,234
31149,74
55105,532.9
17161,487.3
51163,175.7
21203,112.9
13247,755.8
37157,459.1
33015,226.7
51165,264.6
36087,339.5
48397,170.1
40129,137.1
40131,294.1
38079,1136
20163,220.2
30085,1237.7
35041,852.9
26143,205.8
27135,112.2
30087,1460.2
39141,336.9
08107,270.5
21205,489.7
37159,672.4
48399,226
18139,264.5
20165,327.2
48401,326
55107,241
01113,598.8
20167,231.8
21207,376.6
51167,212.7
37161,423.8
47149,541.2
50021,201.4
72119,198.6
72121,124.3
48403,368.8
22085,481.2
19161,134
06067,744.6
23023,283
26145,769.4
08109,146.2
51775,272.8
34033,430.3
72123,132.9
05125,291.6
17165,466.6
20169,439.4
29195,406.3
31151,230.2
49035,460.2
45081,431.4
37163,509.9
48405,363.5
06069,387.2
06071,615.3
06073,657.3
06075,1077.7
72125,72.8
48407,390
06077,576.9
08111,130.9
35045,887.7
49037,273.5
53055,87.6
72127,283.7
72129,273
06079,421
06081,402.8
08113,220
35047,680.5
48409,190.5
48411,363
72131,140.2
46111,125.2
30089,185.7
35043,506.6
39143,405.2
17167,749.3
26151,196.6
49039,144.2
06083,608.4
06085,430.3
04023,478.5
06087,456.1
35049,511.5
72133,156.8
12113,269.4
12115,271.2
36091,237.7
38081,51.9
31153,303.7
55111,399.6
31155,173.9
55113,109.3
36093,526.8
48413,277.8
13249,153
36095,215.1
26153,149.2
17169,160.1
29197,108.8
36097,134.2
42107,246.1
39145,290.1
29199,162
37165,906.4
05127,280.5
19163,582.2
17171,345
18143,302.7
20171,244.4
21209,441.3
27139,291.5
29201,578.6
28123,833.4
47151,199.7
51169,230.7
31157,386.9
13251,608.9
48415,404.5
05129,163.9
05131,529.9
08115,175.7
20173,631
12117,423.2
13253,604.6
40133,444.5
36099,245.8
39147,387.7
47153,201.5
40135,312.6
05133,334.1
47155,340.2
49041,186.1
20175,579.9
31159,121.6
48417,215
29203,158.7
28125,1188.6
05135,352.8
06089,356.7
55115,313.9
20177,719.7
55117,345.4
01117,204.1
19165,216.3
17173,207.1
18145,265
21211,428.6
29205,166.8
39149,343.5
47157,1038.5
48419,351.7
51171,193.2
27141,254.3
20179,79.3
30091,118.1
38083,0
31161,134.9
56033,373.9
20181,202.8
31163,32.9
41055,294.1
48421,0
26155,287.7
16079,297.1
27143,240
06091,200.2
35051,283.1
30093,362.7
21213,255.4
28127,415.5
19167,195.4
38085,2330.4
31165,0
06093,305.4
02220,222.1
53057,365.3
02230,Data not available
02232,180.5
53059,159.4
38087,0
20183,139.3
28129,449.2
47159,270.3
48117,488.8
51173,476.1
53061,327.5
42109,224.6
35053,604.6
06095,702.5
24039,730.3
23025,305
34035,257.4
42111,151.6
48425,210.4
06097,456.2
51175,434.7
02240,216.2
13255,606.6
45083,594
18147,274.7
21215,173.5
46115,123.4
53063,538.7
51177,391.8
22087,799.5
29183,304.7
22089,606.3
01115,221.1
17163,847.5
26147,309.4
29185,181.1
55109,189.5
05123,850.7
29187,401.6
22091,569.4
22093,912.5
22095,999.6
12109,285.2
18141,686.8
26149,356.3
22097,639
36089,271.4
29510,1446.2
27137,424.2
29189,648.1
12111,405.4
22099,681.5
22101,730.3
24037,447.1
22103,391.8
20185,360.4
51179,415.8
06099,531.3
46117,232
37167,429.4
20187,98.8
31167,50.3
17175,258.4
38089,482.3
39151,459.3
18149,117.6
48427,353.3
51790,480.4
29186,274.1
27145,375.2
27147,370.2
38091,52.9
13257,415.3
40137,477.1
48429,361.5
17177,524.6
48431,230.1
18151,336.4
36101,275.4
20189,234.8
27149,174.3
53065,236.6
13259,497.3
47161,367.1
30095,168.7
29207,317.8
37169,252.7
05137,192.7
29209,246
28131,427.8
48433,0
32029,175.8
19169,646.8
33017,375.2
38093,344.9
56035,204.1
51800,713.4
25025,863.4
36103,346.2
18153,270.6
29211,304.8
33019,190.2
36105,362.1
42113,576
47163,282.4
46119,217.9
54089,47.3
08117,360.2
39153,634.3
49043,276.9
20191,295.4
47165,356.8
01119,1116
12119,181.8
13261,939.7
45085,948.2
28133,1037.7
37171,287.7
51181,479.7
42115,86.3
10005,446.8
34037,140.6
51183,569.3
06101,367.4
48435,266.5
12121,534.2
37173,828.1
30097,0
56037,312.7
27151,289.6
48437,148.4
18155,158.4
13263,572.3
24041,277.8
13265,434.2
01121,529.1
28135,988.5
01123,439.1
19171,379.4
29213,407.4
22105,851.8
35055,336.4
48439,460
28137,659.7
13267,561.1
12123,427
13269,498.8
19173,357.1
21217,352.7
48441,388.2
55119,176.8
54091,142.6
17179,267.3
51185,175.4
06103,293.7
13271,513.3
08119,143.4
22107,514.5
22109,815.9
13273,1886.6
48443,123.5
48445,453.7
16081,77.2
30099,98.1
56039,382.5
29215,184.3
40139,287.9
31169,138.9
13275,665.4
20193,246.4
31171,0
48447,133
31173,976.1
53067,418.8
13277,767.1
41057,198.4
40141,450.6
36107,189.9
42117,179.4
28139,322.2
18157,597
18159,198.5
47167,477.5
28141,196
48449,323.7
72135,135.2
72137,147.5
21219,276.3
27153,240.1
46121,2508.5
09013,295.3
48451,624.5
36109,448.2
49045,265.8
30101,186.1
13279,799.2
35057,419
38095,274.6
13281,185.4
38097,411.5
37175,225.3
27155,303.9
48453,721.3
30103,148.6
20195,71.5
55121,356
13283,425.7
21221,313.8
21223,212.6
06105,167.1
48455,238.3
46123,491.7
13285,789.1
47169,326.3
72139,186.8
39155,466.4
54093,100.9
06107,562.4
40143,690.2
28143,1824.2
06109,281.3
13287,758.7
46125,59.4
01125,888.5
39157,287.8
26157,250.8
13289,232.4
16083,424.3
48457,263.8
54095,148.7
37177,437.4
56041,207
49047,285.3
36111,336.8
41059,393.9
47171,258.1
05139,710.3
12125,541.5
13291,108.8
19175,618
17181,291.1
18161,156.5
21225,1064.2
28145,408.9
37179,416.8
34039,452.9
35059,194.7
39159,353.1
41061,318.3
42119,211
45087,706.3
46127,218.4
47173,208.2
22111,624.9
48459,255
54097,201.1
13293,492.6
48461,357.4
49049,204.7
72141,90.9
48463,392
48465,418.5
02261,502.1
35061,754.9
16085,99.8
30037,432.1
31175,47.7
05141,222.4
19177,171.1
26159,361.7
47175,208.2
39161,318.6
48467,173.3
37181,1097.8
18163,720
72143,131.4
72145,129.6
42121,273.4
06111,355.1
17183,664.9
22113,480.9
18165,270.8
29217,263.5
55123,126.7
22115,640.3
48469,521.3
72147,334.8
18167,596.1
55125,173.3
72149,223.9
39163,220.6
51810,660.7
12127,382.5
17185,225.6
18169,250
27157,157.1
20197,260.4
27159,182.2
40145,335.7
53069,68
37183,594
12129,413.4
23027,196.7
01127,263.9
13295,239
48471,834.1
53071,351.4
20199,268.6
48473,364.4
41063,127.5
38099,197.3
28147,588.8
12131,366.2
13297,315.4
46129,328.6
55127,311.9
19179,645.9
38101,527.2
48475,375.8
13299,885.2
13301,571.8
19181,296
17187,294.3
18171,241.5
21227,491
29219,261.7
28149,1117.3
37185,615.6
34041,209.4
36113,317.7
39165,187.1
42123,184.6
47177,335.6
51187,265
18173,275.3
49051,139.1
41065,450.2
27161,326.8
56043,342.8
55129,164.2
01129,597.5
05143,634
08121,61.4
12133,363
13303,754.5
19183,258.4
16087,346
17189,185.7
18175,272.1
20201,110.1
21229,324.4
24043,380.3
23029,300.1
27163,289.7
29221,180.5
28151,1347.8
37187,764.7
31177,194
36115,223.6
39167,267.8
40147,308.9
41067,405.6
42125,308.7
44009,370.3
47179,380.8
48477,394.4
49053,281.5
51191,168.3
50023,330.6
55131,207.5
22117,770.6
40149,154
32031,572
26161,457.9
37189,489
27165,363.4
55133,210.9
55135,205.4
55137,210.2
13305,496.5
19185,156.1
17191,122.5
18177,445.1
21231,303.5
26163,861.5
29223,205.6
28153,581.4
37191,741.7
31179,397.1
36117,322.6
39169,241.8
42127,157.6
47181,312.6
49055,74.9
54099,67.6
51820,616.9
47183,469.9
48479,453.3
49057,398.5
13307,460.5
19187,668.7
21233,260.5
29225,319
28155,786.7
31181,254.7
54101,120.9
22119,881.6
08123,457.4
18179,217.2
38103,51.2
22121,685.6
22123,246
22125,329.2
36119,405.4
42129,215.1
51193,387.3
56045,173.3
54103,203.2
26165,272.1
48481,298.8
53073,370.8
30107,228.9
13309,316.5
31183,0
41069,222.1
48483,38.8
05145,483.5
13311,183.4
17193,154.2
18181,364.6
47185,324.9
32033,125.8
17195,406.8
13313,452.8
18183,196.8
21235,518
53075,980.2
30109,485.4
20203,236.7
48485,435.5
24045,810.3
48487,352.2
01131,858.6
13315,441.8
13317,709.7
37193,265.4
27167,336.3
13319,785.1
28157,535.2
17197,423.6
48489,400.9
38105,589.2
39171,419.2
51830,479.9
45089,731.9
17199,268.7
47187,178.5
48491,239.4
20205,150
37195,810.9
47189,329.2
48493,147.4
51840,497.1
09015,326.3
50025,220.5
50027,181.1
48495,450
22127,763.9
19189,332.1
17201,743.2
55139,456.5
19191,239.8
27169,396.2
01133,206.8
28159,710.2
54105,51.6
48497,161.1
51195,290.4
21237,291.7
39173,318.2
48499,221.4
55141,279.6
54107,191.3
19193,680.9
17203,207.6
21239,260.5
05147,494.9
40151,607.2
20207,314.1
40153,413.5
25027,336.4
24047,379.1
13321,448.2
19195,161.9
29227,148.1
02275,Data not available
02280,0
19197,267.9
27171,190.7
29229,296.9
39175,241.8
20209,896.4
36121,137.4
42131,173.5
54109,57.7
51197,299.7
72151,201.5
37197,229.4
53077,702.8
02282,167.8
28161,784.7
41071,344.1
37199,190.2
46135,413
36123,220.4
72153,118.2
04025,215.3
28163,1044.9
05149,284.2
27173,132.7
30111,559.9
48501,407.5
06113,489.7
23031,288.5
31185,203.7
42133,400.1
45091,562.5
51199,281
48503,300.2
06115,450
02290,1231.6
04027,550.5
08125,160.9
48505,303.9
48507,142
46137,765.3